scenario,year,region,input,FiberCrop_withdrawal,Rice_withdrawal,Wheat_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,FodderHerb_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_Rice_withdrawal,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_Wheat_withdrawal,cluster_FiberCrop_withdrawal_MiscAll_withdrawals,cluster_Rice_withdrawal_SugarCrop_withdrawal,cluster_Rice_withdrawal_Wheat_withdrawal,cluster_Rice_withdrawal_MiscAll_withdrawals,cluster_SugarCrop_withdrawal_Wheat_withdrawal
ssp_socio3_ag3_gwhi_exp_gfdl_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.84305,1.068666,1.322326,2.067227,5.5614863,0.516779,0.3380835,1.581646,0.0942658,2.384971,0.645741,3,2,1,1,1,3,3,6,2,4,7,7,3,1,1
ssp_socio3_ag3_gwhi_exp_gfdl_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.8534000000000015,1.05469,1.29347,2.278919,5.7736555,0.44388,0.3265274,1.752559,0.0925997,2.384411,0.7736784000000001,3,2,1,2,1,3,3,1,2,1,7,7,3,1,1
ssp_socio3_ag3_gwhi_exp_hadgem_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.05869,1.0900379999999998,1.34588,2.113132,5.6756171,0.526601,0.3460314,1.610575,0.0966557,2.439278,0.6564760000000001,3,2,2,1,1,3,3,6,2,4,7,7,3,1,1
ssp_socio3_ag3_gwhi_exp_hadgem_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.95396,1.062155,1.299457,2.297835,5.827357000000001,0.447176,0.3306586,1.767481,0.0937611,2.4073130000000003,0.7809673,3,2,2,2,1,3,3,1,2,1,7,7,3,1,1
ssp_socio3_ag3_gwhi_exp_ipsl_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.16855,1.112661,1.371622,2.1552480000000003,5.7869985,0.538458,0.3539532999999999,1.6388349999999998,0.0987292,2.485592,0.671431,3,2,3,1,1,3,3,6,2,4,7,7,3,1,1
ssp_socio3_ag3_gwhi_exp_ipsl_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.93257,1.070715,1.3076299999999998,2.31755,5.8690261,0.451426,0.333772,1.7766380000000002,0.0944637,2.425927,0.7867993999999999,3,2,3,2,1,3,3,1,2,1,7,7,3,1,1
ssp_socio3_ag3_gwhi_exp_miroc_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.87303,1.068496,1.324096,2.071657,5.567648999999999,0.514717,0.3375546,1.585827,0.0945514,2.389354,0.645645,3,2,4,1,1,3,3,6,2,4,7,7,3,1,1
ssp_socio3_ag3_gwhi_exp_miroc_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.882239999999999,1.057372,1.2963559999999998,2.287268,5.7896592,0.4445479999999999,0.3267220999999999,1.762384,0.0928343,2.387109,0.7760617999999999,3,2,4,2,1,3,3,1,2,1,7,7,3,1,1
ssp_socio3_ag3_gwhi_exp_noresm_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.999970000000003,1.086927,1.339981,2.106007,5.6829882000000005,0.52563,0.3468329,1.615883,0.0965173,2.439902,0.658223,3,2,5,1,1,3,3,6,2,4,7,7,3,1,1
ssp_socio3_ag3_gwhi_exp_noresm_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.9113799999999985,1.061387,1.293377,2.294759,5.83799,0.446688,0.3311934,1.7755169999999998,0.0938838,2.408284,0.7824238,3,2,5,2,1,3,3,1,2,1,7,7,3,1,1
ssp_socio3_ag3_gwhi_rs_gfdl_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.867560000000003,1.07007,1.323346,1.970932,5.5473623000000005,0.51254,0.3367035,1.588118,0.0937808,2.3761970000000003,0.640023,3,1,1,1,1,3,3,6,2,4,7,7,3,1,1
ssp_socio3_ag3_gwhi_rs_gfdl_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.882960000000001,1.057854,1.295863,2.250302,5.778271,0.442401,0.325479,1.765673,0.092597,2.379136,0.772985,3,1,1,2,1,3,3,1,2,1,7,7,3,1,1
ssp_socio3_ag3_gwhi_rs_hadgem_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.05598,1.091036,1.343551,2.012772,5.6581893,0.522453,0.3447035999999999,1.619182,0.0959027,2.424835,0.651113,3,1,2,1,1,3,3,6,2,4,7,7,3,1,1
ssp_socio3_ag3_gwhi_rs_hadgem_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.973929999999998,1.0643479999999998,1.299816,2.265545,5.8274798,0.446013,0.3297707,1.7787769999999998,0.0935569,2.399914,0.7794481999999999,3,1,2,2,1,3,3,1,2,1,7,7,3,1,1
ssp_socio3_ag3_gwhi_rs_ipsl_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,9.19753,1.114858,1.371394,2.062268,5.7745471,0.534241,0.3521077,1.651145,0.0981134,2.472248,0.6666920000000001,3,1,3,1,1,3,3,6,2,4,7,7,3,1,1
ssp_socio3_ag3_gwhi_rs_ipsl_NDC_Tax_uct,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,7.97133,1.073352,1.3091309999999998,2.288735,5.870010199999999,0.449567,0.3320768,1.792372,0.0942924,2.415828,0.785874,3,1,3,2,1,3,3,1,2,1,7,7,3,1,1
ssp_socio3_ag3_gwhi_rs_miroc_NDC_Tax_ffict,2100,Australia_NZ,water_td_irr_MurrayDrlg_W,8.9125,1.069732,1.324658,1.988095,5.5571657000000005,0.511676,0.3359127999999999,1.596772,0.0939669,2.377193,0.641645,3,1,4,1,1,3,3,6,2,4,7,7,3,1,1
